2026-04-21 02:05:07 status unpacked dash:amd64 0.5.12-12ubuntu3
2026-04-21 02:05:07 install debconf:all <none> 1.5.92
2026-04-21 02:05:07 status half-installed debconf:all 1.5.92
2026-04-21 02:05:07 status unpacked debconf:all 1.5.92
2026-04-21 02:05:07 install debianutils:amd64 <none> 5.23.2build1
2026-04-21 02:05:07 status half-installed debianutils:amd64 5.23.2build1
2026-04-21 02:05:07 status unpacked debianutils:amd64 5.23.2build1
2026-04-21 02:05:07 install diffutils:amd64 <none> 1:3.12-1
2026-04-21 02:05:07 status half-installed diffutils:amd64 1:3.12-1
2026-04-21 02:05:07 status unpacked diffutils:amd64 1:3.12-1
2026-04-21 02:05:07 upgrade dpkg:amd64 1.23.7ubuntu1 1.23.7ubuntu1
2026-04-21 02:05:07 status half-configured dpkg:amd64 1.23.7ubuntu1
2026-04-21 02:05:07 status unpacked dpkg:amd64 1.23.7ubuntu1
2026-04-21 02:05:07 status half-installed dpkg:amd64 1.23.7ubuntu1
2026-04-21 02:05:07 status unpacked dpkg:amd64 1.23.7ubuntu1
2026-04-21 02:05:08 install e2fsprogs:amd64 <none> 1.47.2-3ubuntu4
2026-04-21 02:05:08 status half-installed e2fsprogs:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:08 status unpacked e2fsprogs:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:08 install findutils:amd64 <none> 4.10.0-3build2
2026-04-21 02:05:08 status half-installed findutils:amd64 4.10.0-3build2
2026-04-21 02:05:08 status unpacked findutils:amd64 4.10.0-3build2
2026-04-21 02:05:08 install gcc-16-base:amd64 <none> 16-20260322-1ubuntu1
2026-04-21 02:05:08 status half-installed gcc-16-base:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:08 status unpacked gcc-16-base:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:08 install gnu-coreutils:amd64 <none> 9.7-3ubuntu2
2026-04-21 02:05:08 status half-installed gnu-coreutils:amd64 9.7-3ubuntu2
2026-04-21 02:05:08 status unpacked gnu-coreutils:amd64 9.7-3ubuntu2
2026-04-21 02:05:08 install grep:amd64 <none> 3.12-1
2026-04-21 02:05:08 status half-installed grep:amd64 3.12-1
2026-04-21 02:05:08 status unpacked grep:amd64 3.12-1
2026-04-21 02:05:08 install gzip:amd64 <none> 1.14-1~exp2ubuntu1
2026-04-21 02:05:08 status half-installed gzip:amd64 1.14-1~exp2ubuntu1
2026-04-21 02:05:08 status unpacked gzip:amd64 1.14-1~exp2ubuntu1
2026-04-21 02:05:08 install hostname:amd64 <none> 3.25build1
2026-04-21 02:05:08 status half-installed hostname:amd64 3.25build1
2026-04-21 02:05:08 status unpacked hostname:amd64 3.25build1
2026-04-21 02:05:08 install init-system-helpers:all <none> 1.69
2026-04-21 02:05:08 status half-installed init-system-helpers:all 1.69
2026-04-21 02:05:08 status unpacked init-system-helpers:all 1.69
2026-04-21 02:05:08 install libacl1:amd64 <none> 2.3.2-2
2026-04-21 02:05:08 status half-installed libacl1:amd64 2.3.2-2
2026-04-21 02:05:08 status unpacked libacl1:amd64 2.3.2-2
2026-04-21 02:05:08 install libattr1:amd64 <none> 1:2.5.2-4
2026-04-21 02:05:08 status half-installed libattr1:amd64 1:2.5.2-4
2026-04-21 02:05:08 status unpacked libattr1:amd64 1:2.5.2-4
2026-04-21 02:05:08 install libaudit-common:all <none> 1:4.1.2-1build1
2026-04-21 02:05:08 status half-installed libaudit-common:all 1:4.1.2-1build1
2026-04-21 02:05:08 status unpacked libaudit-common:all 1:4.1.2-1build1
2026-04-21 02:05:08 install libaudit1:amd64 <none> 1:4.1.2-1build1
2026-04-21 02:05:08 status half-installed libaudit1:amd64 1:4.1.2-1build1
2026-04-21 02:05:08 status unpacked libaudit1:amd64 1:4.1.2-1build1
2026-04-21 02:05:08 install libblkid1:amd64 <none> 2.41.3-3ubuntu2
2026-04-21 02:05:08 status half-installed libblkid1:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:08 status unpacked libblkid1:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:08 install libbsd0:amd64 <none> 0.12.2-2build2
2026-04-21 02:05:08 status half-installed libbsd0:amd64 0.12.2-2build2
2026-04-21 02:05:08 status unpacked libbsd0:amd64 0.12.2-2build2
2026-04-21 02:05:08 install libbz2-1.0:amd64 <none> 1.0.8-6build2
2026-04-21 02:05:08 status half-installed libbz2-1.0:amd64 1.0.8-6build2
2026-04-21 02:05:08 status unpacked libbz2-1.0:amd64 1.0.8-6build2
2026-04-21 02:05:08 install libc-bin:amd64 <none> 2.43-2ubuntu2
2026-04-21 02:05:08 status half-installed libc-bin:amd64 2.43-2ubuntu2
2026-04-21 02:05:08 status unpacked libc-bin:amd64 2.43-2ubuntu2
2026-04-21 02:05:08 install libc-gconv-modules-extra:amd64 <none> 2.43-2ubuntu2
2026-04-21 02:05:08 status half-installed libc-gconv-modules-extra:amd64 2.43-2ubuntu2
2026-04-21 02:05:08 status unpacked libc-gconv-modules-extra:amd64 2.43-2ubuntu2
2026-04-21 02:05:08 upgrade libc6:amd64 2.43-2ubuntu2 2.43-2ubuntu2
2026-04-21 02:05:08 status half-configured libc6:amd64 2.43-2ubuntu2
2026-04-21 02:05:08 status unpacked libc6:amd64 2.43-2ubuntu2
2026-04-21 02:05:08 status half-installed libc6:amd64 2.43-2ubuntu2
2026-04-21 02:05:09 status unpacked libc6:amd64 2.43-2ubuntu2
2026-04-21 02:05:09 install libcap-ng0:amd64 <none> 0.8.5-4build5
2026-04-21 02:05:09 status half-installed libcap-ng0:amd64 0.8.5-4build5
2026-04-21 02:05:09 status unpacked libcap-ng0:amd64 0.8.5-4build5
2026-04-21 02:05:09 install libcom-err2:amd64 <none> 1.47.2-3ubuntu4
2026-04-21 02:05:09 status half-installed libcom-err2:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:09 status unpacked libcom-err2:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:09 install libcrypt1:amd64 <none> 1:4.5.1-1
2026-04-21 02:05:09 status half-installed libcrypt1:amd64 1:4.5.1-1
2026-04-21 02:05:09 status unpacked libcrypt1:amd64 1:4.5.1-1
2026-04-21 02:05:09 install libdb5.3t64:amd64 <none> 5.3.28+dfsg2-10ubuntu1
2026-04-21 02:05:09 status half-installed libdb5.3t64:amd64 5.3.28+dfsg2-10ubuntu1
2026-04-21 02:05:09 status unpacked libdb5.3t64:amd64 5.3.28+dfsg2-10ubuntu1
2026-04-21 02:05:09 install libdebconfclient0:amd64 <none> 0.280ubuntu1
2026-04-21 02:05:09 status half-installed libdebconfclient0:amd64 0.280ubuntu1
2026-04-21 02:05:09 status unpacked libdebconfclient0:amd64 0.280ubuntu1
2026-04-21 02:05:09 install libext2fs2t64:amd64 <none> 1.47.2-3ubuntu4
2026-04-21 02:05:09 status half-installed libext2fs2t64:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:09 status unpacked libext2fs2t64:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:09 install libgcc-s1:amd64 <none> 16-20260322-1ubuntu1
2026-04-21 02:05:09 status half-installed libgcc-s1:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:09 status unpacked libgcc-s1:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:09 install libgmp10:amd64 <none> 2:6.3.0+dfsg-5ubuntu2
2026-04-21 02:05:09 status half-installed libgmp10:amd64 2:6.3.0+dfsg-5ubuntu2
2026-04-21 02:05:09 status unpacked libgmp10:amd64 2:6.3.0+dfsg-5ubuntu2
2026-04-21 02:05:09 install liblzma5:amd64 <none> 5.8.3-1
2026-04-21 02:05:09 status half-installed liblzma5:amd64 5.8.3-1
2026-04-21 02:05:09 status unpacked liblzma5:amd64 5.8.3-1
2026-04-21 02:05:09 install libmd0:amd64 <none> 1.1.0-2build4
2026-04-21 02:05:09 status half-installed libmd0:amd64 1.1.0-2build4
2026-04-21 02:05:09 status unpacked libmd0:amd64 1.1.0-2build4
2026-04-21 02:05:09 install libmount1:amd64 <none> 2.41.3-3ubuntu2
2026-04-21 02:05:09 status half-installed libmount1:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:09 status unpacked libmount1:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:09 install libncursesw6:amd64 <none> 6.6+20251231-1
2026-04-21 02:05:09 status half-installed libncursesw6:amd64 6.6+20251231-1
2026-04-21 02:05:09 status unpacked libncursesw6:amd64 6.6+20251231-1
2026-04-21 02:05:09 install libpam-modules:amd64 <none> 1.7.0-5ubuntu3
2026-04-21 02:05:09 status half-installed libpam-modules:amd64 1.7.0-5ubuntu3
2026-04-21 02:05:09 status unpacked libpam-modules:amd64 1.7.0-5ubuntu3
2026-04-21 02:05:09 install libpam-modules-bin:amd64 <none> 1.7.0-5ubuntu3
2026-04-21 02:05:09 status half-installed libpam-modules-bin:amd64 1.7.0-5ubuntu3
2026-04-21 02:05:09 status unpacked libpam-modules-bin:amd64 1.7.0-5ubuntu3
2026-04-21 02:05:09 install libpam-runtime:all <none> 1.7.0-5ubuntu3
2026-04-21 02:05:09 status half-installed libpam-runtime:all 1.7.0-5ubuntu3
2026-04-21 02:05:09 status unpacked libpam-runtime:all 1.7.0-5ubuntu3
2026-04-21 02:05:09 install libpam0g:amd64 <none> 1.7.0-5ubuntu3
2026-04-21 02:05:09 status half-installed libpam0g:amd64 1.7.0-5ubuntu3
2026-04-21 02:05:09 status unpacked libpam0g:amd64 1.7.0-5ubuntu3
2026-04-21 02:05:09 install libpcre2-8-0:amd64 <none> 10.46-1build1
2026-04-21 02:05:09 status half-installed libpcre2-8-0:amd64 10.46-1build1
2026-04-21 02:05:09 status unpacked libpcre2-8-0:amd64 10.46-1build1
2026-04-21 02:05:09 install libproc2-0:amd64 <none> 2:4.0.4-9ubuntu1
2026-04-21 02:05:09 status half-installed libproc2-0:amd64 2:4.0.4-9ubuntu1
2026-04-21 02:05:09 status unpacked libproc2-0:amd64 2:4.0.4-9ubuntu1
2026-04-21 02:05:09 install libselinux1:amd64 <none> 3.9-4build1
2026-04-21 02:05:09 status half-installed libselinux1:amd64 3.9-4build1
2026-04-21 02:05:09 status unpacked libselinux1:amd64 3.9-4build1
2026-04-21 02:05:09 install libsemanage-common:all <none> 3.9-1build1
2026-04-21 02:05:09 status half-installed libsemanage-common:all 3.9-1build1
2026-04-21 02:05:09 status unpacked libsemanage-common:all 3.9-1build1
2026-04-21 02:05:10 install libsemanage2:amd64 <none> 3.9-1build1
2026-04-21 02:05:10 status half-installed libsemanage2:amd64 3.9-1build1
2026-04-21 02:05:10 status unpacked libsemanage2:amd64 3.9-1build1
2026-04-21 02:05:10 install libsepol2:amd64 <none> 3.9-2
2026-04-21 02:05:10 status half-installed libsepol2:amd64 3.9-2
2026-04-21 02:05:10 status unpacked libsepol2:amd64 3.9-2
2026-04-21 02:05:10 install libsmartcols1:amd64 <none> 2.41.3-3ubuntu2
2026-04-21 02:05:10 status half-installed libsmartcols1:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:10 status unpacked libsmartcols1:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:10 install libss2:amd64 <none> 1.47.2-3ubuntu4
2026-04-21 02:05:10 status half-installed libss2:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:10 status unpacked libss2:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:10 install libssl3t64:amd64 <none> 3.5.5-1ubuntu3
2026-04-21 02:05:10 status half-installed libssl3t64:amd64 3.5.5-1ubuntu3
2026-04-21 02:05:10 status unpacked libssl3t64:amd64 3.5.5-1ubuntu3
2026-04-21 02:05:10 install libsystemd0:amd64 <none> 259.5-0ubuntu3
2026-04-21 02:05:10 status half-installed libsystemd0:amd64 259.5-0ubuntu3
2026-04-21 02:05:10 status unpacked libsystemd0:amd64 259.5-0ubuntu3
2026-04-21 02:05:10 install libtinfo6:amd64 <none> 6.6+20251231-1
2026-04-21 02:05:10 status half-installed libtinfo6:amd64 6.6+20251231-1
2026-04-21 02:05:10 status unpacked libtinfo6:amd64 6.6+20251231-1
2026-04-21 02:05:10 install libudev1:amd64 <none> 259.5-0ubuntu3
2026-04-21 02:05:10 status half-installed libudev1:amd64 259.5-0ubuntu3
2026-04-21 02:05:10 status unpacked libudev1:amd64 259.5-0ubuntu3
2026-04-21 02:05:10 install libuuid1:amd64 <none> 2.41.3-3ubuntu2
2026-04-21 02:05:10 status half-installed libuuid1:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:10 status unpacked libuuid1:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:10 install libzstd1:amd64 <none> 1.5.7+dfsg-3
2026-04-21 02:05:10 status half-installed libzstd1:amd64 1.5.7+dfsg-3
2026-04-21 02:05:10 status unpacked libzstd1:amd64 1.5.7+dfsg-3
2026-04-21 02:05:10 install login:amd64 <none> 1:4.16.0-2+really2.41.3-3ubuntu2
2026-04-21 02:05:10 status half-installed login:amd64 1:4.16.0-2+really2.41.3-3ubuntu2
2026-04-21 02:05:10 status unpacked login:amd64 1:4.16.0-2+really2.41.3-3ubuntu2
2026-04-21 02:05:10 install login.defs:all <none> 1:4.17.4-2ubuntu3
2026-04-21 02:05:10 status half-installed login.defs:all 1:4.17.4-2ubuntu3
2026-04-21 02:05:10 status unpacked login.defs:all 1:4.17.4-2ubuntu3
2026-04-21 02:05:10 install logsave:amd64 <none> 1.47.2-3ubuntu4
2026-04-21 02:05:10 status half-installed logsave:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:10 status unpacked logsave:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:10 upgrade mawk:amd64 1.3.4.20260129-1 1.3.4.20260129-1
2026-04-21 02:05:10 status half-configured mawk:amd64 1.3.4.20260129-1
2026-04-21 02:05:10 status unpacked mawk:amd64 1.3.4.20260129-1
2026-04-21 02:05:10 status half-installed mawk:amd64 1.3.4.20260129-1
2026-04-21 02:05:10 status unpacked mawk:amd64 1.3.4.20260129-1
2026-04-21 02:05:10 install mount:amd64 <none> 2.41.3-3ubuntu2
2026-04-21 02:05:10 status half-installed mount:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:10 status unpacked mount:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:10 install ncurses-base:all <none> 6.6+20251231-1
2026-04-21 02:05:10 status half-installed ncurses-base:all 6.6+20251231-1
2026-04-21 02:05:10 status unpacked ncurses-base:all 6.6+20251231-1
2026-04-21 02:05:10 install ncurses-bin:amd64 <none> 6.6+20251231-1
2026-04-21 02:05:10 status half-installed ncurses-bin:amd64 6.6+20251231-1
2026-04-21 02:05:10 status unpacked ncurses-bin:amd64 6.6+20251231-1
2026-04-21 02:05:10 install openssl-provider-legacy:amd64 <none> 3.5.5-1ubuntu3
2026-04-21 02:05:10 status half-installed openssl-provider-legacy:amd64 3.5.5-1ubuntu3
2026-04-21 02:05:10 status unpacked openssl-provider-legacy:amd64 3.5.5-1ubuntu3
2026-04-21 02:05:10 install passwd:amd64 <none> 1:4.17.4-2ubuntu3
2026-04-21 02:05:10 status half-installed passwd:amd64 1:4.17.4-2ubuntu3
2026-04-21 02:05:11 status unpacked passwd:amd64 1:4.17.4-2ubuntu3
2026-04-21 02:05:11 upgrade perl-base:amd64 5.40.1-7build1 5.40.1-7build1
2026-04-21 02:05:11 status half-configured perl-base:amd64 5.40.1-7build1
2026-04-21 02:05:11 status unpacked perl-base:amd64 5.40.1-7build1
2026-04-21 02:05:11 status half-installed perl-base:amd64 5.40.1-7build1
2026-04-21 02:05:11 status unpacked perl-base:amd64 5.40.1-7build1
2026-04-21 02:05:11 install procps:amd64 <none> 2:4.0.4-9ubuntu1
2026-04-21 02:05:11 status half-installed procps:amd64 2:4.0.4-9ubuntu1
2026-04-21 02:05:11 status unpacked procps:amd64 2:4.0.4-9ubuntu1
2026-04-21 02:05:11 install rust-coreutils:amd64 <none> 0.8.0-0ubuntu3
2026-04-21 02:05:11 status half-installed rust-coreutils:amd64 0.8.0-0ubuntu3
2026-04-21 02:05:12 status unpacked rust-coreutils:amd64 0.8.0-0ubuntu3
2026-04-21 02:05:12 install sed:amd64 <none> 4.9-2build3
2026-04-21 02:05:12 status half-installed sed:amd64 4.9-2build3
2026-04-21 02:05:12 status unpacked sed:amd64 4.9-2build3
2026-04-21 02:05:12 install sensible-utils:all <none> 0.0.26build1
2026-04-21 02:05:12 status half-installed sensible-utils:all 0.0.26build1
2026-04-21 02:05:12 status unpacked sensible-utils:all 0.0.26build1
2026-04-21 02:05:12 install sysvinit-utils:amd64 <none> 3.15-5ubuntu1
2026-04-21 02:05:12 status half-installed sysvinit-utils:amd64 3.15-5ubuntu1
2026-04-21 02:05:12 status unpacked sysvinit-utils:amd64 3.15-5ubuntu1
2026-04-21 02:05:12 install tar:amd64 <none> 1.35+dfsg-4
2026-04-21 02:05:12 status half-installed tar:amd64 1.35+dfsg-4
2026-04-21 02:05:12 status unpacked tar:amd64 1.35+dfsg-4
2026-04-21 02:05:12 install util-linux:amd64 <none> 2.41.3-3ubuntu2
2026-04-21 02:05:12 status half-installed util-linux:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:12 status unpacked util-linux:amd64 2.41.3-3ubuntu2
2026-04-21 02:05:12 install zlib1g:amd64 <none> 1:1.3.dfsg+really1.3.1-1ubuntu3
2026-04-21 02:05:12 status half-installed zlib1g:amd64 1:1.3.dfsg+really1.3.1-1ubuntu3
2026-04-21 02:05:12 status unpacked zlib1g:amd64 1:1.3.dfsg+really1.3.1-1ubuntu3
2026-04-21 02:05:12 startup packages configure
2026-04-21 02:05:12 configure libc-gconv-modules-extra:amd64 2.43-2ubuntu2 <none>
2026-04-21 02:05:12 status unpacked libc-gconv-modules-extra:amd64 2.43-2ubuntu2
2026-04-21 02:05:12 status half-configured libc-gconv-modules-extra:amd64 2.43-2ubuntu2
2026-04-21 02:05:12 status installed libc-gconv-modules-extra:amd64 2.43-2ubuntu2
2026-04-21 02:05:12 configure login.defs:all 1:4.17.4-2ubuntu3 <none>
2026-04-21 02:05:12 status unpacked login.defs:all 1:4.17.4-2ubuntu3
2026-04-21 02:05:12 status half-configured login.defs:all 1:4.17.4-2ubuntu3
2026-04-21 02:05:12 status installed login.defs:all 1:4.17.4-2ubuntu3
2026-04-21 02:05:12 configure gcc-16-base:amd64 16-20260322-1ubuntu1 <none>
2026-04-21 02:05:12 status unpacked gcc-16-base:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:12 status half-configured gcc-16-base:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:12 status installed gcc-16-base:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:12 configure libaudit-common:all 1:4.1.2-1build1 <none>
2026-04-21 02:05:12 status unpacked libaudit-common:all 1:4.1.2-1build1
2026-04-21 02:05:12 status half-configured libaudit-common:all 1:4.1.2-1build1
2026-04-21 02:05:12 status installed libaudit-common:all 1:4.1.2-1build1
2026-04-21 02:05:12 configure libsemanage-common:all 3.9-1build1 <none>
2026-04-21 02:05:12 status unpacked libsemanage-common:all 3.9-1build1
2026-04-21 02:05:12 status half-configured libsemanage-common:all 3.9-1build1
2026-04-21 02:05:12 status installed libsemanage-common:all 3.9-1build1
2026-04-21 02:05:12 configure debconf:all 1.5.92 <none>
2026-04-21 02:05:12 status unpacked debconf:all 1.5.92
2026-04-21 02:05:12 status half-configured debconf:all 1.5.92
2026-04-21 02:05:12 status installed debconf:all 1.5.92
2026-04-21 02:05:12 configure ncurses-base:all 6.6+20251231-1 <none>
2026-04-21 02:05:12 status unpacked ncurses-base:all 6.6+20251231-1
2026-04-21 02:05:12 status half-configured ncurses-base:all 6.6+20251231-1
2026-04-21 02:05:12 status installed ncurses-base:all 6.6+20251231-1
2026-04-21 02:05:12 configure init-system-helpers:all 1.69 <none>
2026-04-21 02:05:12 status unpacked init-system-helpers:all 1.69
2026-04-21 02:05:12 status half-configured init-system-helpers:all 1.69
2026-04-21 02:05:12 status installed init-system-helpers:all 1.69
2026-04-21 02:05:12 configure sensible-utils:all 0.0.26build1 <none>
2026-04-21 02:05:12 status unpacked sensible-utils:all 0.0.26build1
2026-04-21 02:05:12 status half-configured sensible-utils:all 0.0.26build1
2026-04-21 02:05:12 status installed sensible-utils:all 0.0.26build1
2026-04-21 02:05:12 configure libgcc-s1:amd64 16-20260322-1ubuntu1 <none>
2026-04-21 02:05:12 status unpacked libgcc-s1:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:12 status half-configured libgcc-s1:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:12 status installed libgcc-s1:amd64 16-20260322-1ubuntu1
2026-04-21 02:05:12 configure libc6:amd64 2.43-2ubuntu2 <none>
2026-04-21 02:05:12 status unpacked libc6:amd64 2.43-2ubuntu2
2026-04-21 02:05:12 status half-configured libc6:amd64 2.43-2ubuntu2
2026-04-21 02:05:13 status installed libc6:amd64 2.43-2ubuntu2
2026-04-21 02:05:13 configure libdb5.3t64:amd64 5.3.28+dfsg2-10ubuntu1 <none>
2026-04-21 02:05:13 status unpacked libdb5.3t64:amd64 5.3.28+dfsg2-10ubuntu1
2026-04-21 02:05:13 status half-configured libdb5.3t64:amd64 5.3.28+dfsg2-10ubuntu1
2026-04-21 02:05:13 status installed libdb5.3t64:amd64 5.3.28+dfsg2-10ubuntu1
2026-04-21 02:05:13 configure libudev1:amd64 259.5-0ubuntu3 <none>
2026-04-21 02:05:13 status unpacked libudev1:amd64 259.5-0ubuntu3
2026-04-21 02:05:13 status half-configured libudev1:amd64 259.5-0ubuntu3
2026-04-21 02:05:13 status installed libudev1:amd64 259.5-0ubuntu3
2026-04-21 02:05:13 configure libmd0:amd64 1.1.0-2build4 <none>
2026-04-21 02:05:13 status unpacked libmd0:amd64 1.1.0-2build4
2026-04-21 02:05:13 status half-configured libmd0:amd64 1.1.0-2build4
2026-04-21 02:05:13 status installed libmd0:amd64 1.1.0-2build4
2026-04-21 02:05:13 configure libattr1:amd64 1:2.5.2-4 <none>
2026-04-21 02:05:13 status unpacked libattr1:amd64 1:2.5.2-4
2026-04-21 02:05:13 status half-configured libattr1:amd64 1:2.5.2-4
2026-04-21 02:05:13 status installed libattr1:amd64 1:2.5.2-4
2026-04-21 02:05:13 configure sysvinit-utils:amd64 3.15-5ubuntu1 <none>
2026-04-21 02:05:13 status unpacked sysvinit-utils:amd64 3.15-5ubuntu1
2026-04-21 02:05:13 status half-configured sysvinit-utils:amd64 3.15-5ubuntu1
2026-04-21 02:05:13 status installed sysvinit-utils:amd64 3.15-5ubuntu1
2026-04-21 02:05:13 configure libext2fs2t64:amd64 1.47.2-3ubuntu4 <none>
2026-04-21 02:05:13 status unpacked libext2fs2t64:amd64 1.47.2-3ubuntu4
2026-04-21 02:05:13 status half-configured libext2fs2t64:amd64 1.47.2-3ubuntu4
